task_id	strategy	run_id	round_id	commit	dev_score	confirm_score	blind_score	status	failure_type	training_seconds	lines_changed	description
hla_immunogenicity	constrained	1	17	57daea1	0.927588			discard		304.294411	36	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `HLAConditionedPairScalars` no longer projects the full base scalar block as one flat vector. It now splits the base features into mutant, wildtype, and shared components; projects mutant and wildtype support separately; forms explicit pair-mean and pair-gap hidden states; and mixes those with shared scalar context, HLA context, and average allele-preference state inside the existing pair-context branch. No other files were touched. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	18	2c12fbc	0.900268			discard		304.492748	28	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` in `HLAConditionedPairScalars` at lines 425-474 so the existing pair-scalar branch now splits normalized base scalars into mutant, wildtype, and shared components; projects them separately; forms a pair-mean hidden state plus an HLA-conditioned mutant-vs-wildtype support-gap interaction; and feeds those alongside the original flat scalar/HLA/preference signals into the same output-width mix block. No other files were touched. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	19	80876f1				discard	train_failed		47	Modified train.py so `HLAConditionedContrastScalars` now also projects a compact pair-support summary built from normalized mutant support, wildtype support, their mean, and their gap from the base scalar block, and mixes that summary with the existing comparison/context scalar state and HLA state inside the same contrast tower. Wired the new summary through `NeoantigenRanker` without changing objectives, sampling, or other files. Verified with `python -m py_compile train.py`. [train failed]
hla_immunogenicity	constrained	1	20	e3305e7	0.900013			discard		304.393454	88	Modified [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L345) so `HLAConditionedContrastScalars` now projects `comparison` and `context` scalar blocks separately, then mixes them with HLA-conditioned product and absolute-difference terms instead of flattening them into one scalar vector. Wired the new tower signature through model construction and forward execution in [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L533) and [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L604). Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	21	c693812	0.903718			discard		304.631949	12	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `PreferenceContextBlock` now mixes mutant-supported contrast, wildtype-supported contrast, preference-delta-supported contrast, absolute preference gap, and the original contrast scalar state, instead of using average preference and preference-product terms. This keeps the same block width and wiring while making the existing preference-context branch more explicitly WT-vs-Mut contrast-aware. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	22	b75a7c9	0.928022			discard		304.927023	11	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `PreferenceContextBlock` now consumes the existing `pair_scalar_context_hidden` alongside `contrast_scalar_hidden`, replacing the prior symmetric `mut_preference * wt_preference` term with explicit absolute pair-support context and a `contrast_scalars * pair_scalar_context` interaction. Wired the new argument through `NeoantigenRanker.forward` and verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	23	92ef54d	0.924866			discard		304.591493	25	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L366) so `ContrastAgreementBlock` now mixes `preference_delta_hidden` with both `contrast_scalar_hidden` and the existing `pair_scalar_context_hidden`, including explicit `preference_delta * pair_scalar_context` interaction terms. Wired the forward path in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L598) so the agreement block is computed when both HLA-conditioned scalar states are present. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	24	3b81c47	0.926831			discard		304.432267	43	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `PreferenceContrastGate`, a small residual sigmoid gate that updates the existing HLA-conditioned `contrast_scalar_hidden` using `preference_delta_hidden`, `average_preference_hidden`, and their interactions with the contrast-scalar state. Wired it into `NeoantigenRanker` immediately after the contrast-scalar tower and before the existing agreement and preference-context blocks. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	25	eed4033	0.911922			discard		304.896718	42	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `PairPreferenceGate` at lines 457-485, a small residual tanh gate that updates the existing `pair_scalar_context_hidden` from `preference_delta_hidden`, `average_preference_hidden`, and their interactions with the pair context. Wired it into model construction at line 549 and the forward path at lines 624-629 so the HLA-conditioned absolute pair-scalar branch is refined before feeding the existing contrast and fusion stacks. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	26	ce46149	0.928539			discard		304.619807	48	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `ContrastPairRankBlock`, which fuses `contrast_scalar_hidden` and `pair_scalar_context_hidden` using signed difference, absolute difference, and elementwise product terms. Wired that new hidden state into `NeoantigenRanker` so it contributes to both the contrast head input and the final conditioning stack alongside the existing scalar, pair-context, agreement, and preference-context branches. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	27	485048c	0.874077			discard		304.587306	79	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `SupportConditionedContrastBlock`, which splits normalized base scalars into mutant-support, wildtype-support, and shared components, forms explicit support-mean and support-gap states, and mixes them with `contrast_scalar_hidden`, `preference_delta_hidden`, and HLA context. Wired that new hidden state into both the contrast head input and the final conditioning stack, with a small residual contribution into `contrast_hidden`. No other files were touched. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	28	874de67	0.928403			discard		305.131016	19	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `PreferenceContextBlock` now mixes mutant-supported contrast, wildtype-supported contrast, the signed preference delta, and a preference-delta-by-pair-context interaction instead of the previous average/symmetric preference summary. Wired the block to require both `contrast_scalar_hidden` and the existing `pair_scalar_context_hidden` in `NeoantigenRanker.forward`. Verified with `python -m py_compile train.py`. 
hla_immunogenicity	constrained	1	29	6072adc	0.929383			discard		304.724384	21	Modified `train.py` so `HLAConditionedPairScalars` now consumes both `average_preference_hidden` and `preference_delta_hidden`, and mixes them with the base scalar/HLA state through explicit `scalar_hidden * preference_delta` interaction terms. Wired the new argument through `NeoantigenRanker.forward` when building `pair_scalar_context_hidden`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	30	7592f50	0.890043			discard		304.497752	60	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L425](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L425) to add `DirectionalSupportBlock`, which builds mutant-supported and wildtype-supported contrast states from `preference_delta_hidden`, `contrast_scalar_hidden`, and `pair_scalar_context_hidden`, then mixes their signed and absolute gap structure. Wired that new hidden state into model sizing and forward execution in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L564](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L564) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L643](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L643) so it contributes to both the contrast head and final conditioning stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	31	cb20046	0.910388			discard		304.528953	33	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `HLAConditionedContrastScalars` now consumes `preference_delta_hidden` and `average_preference_hidden` in addition to the existing scalar and HLA states, with an explicit `scalar_hidden * preference_delta` interaction term. Wired the new arguments through `NeoantigenRanker.forward` when building `contrast_scalar_hidden`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	32	9deedf8	0.908691			discard		304.879905	50	Modified `train.py` to add `PreferenceDeltaContextBlock`, a small residual mixer over `preference_delta_hidden`, `average_preference_hidden`, `contrast_scalar_hidden`, and `pair_scalar_context_hidden`, including explicit delta-by-scalar interaction terms. Wired it into `NeoantigenRanker.forward` so `preference_delta_hidden` is refined before the existing agreement and contrast blocks, without changing objectives or touching any other file. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	33	37e26f5	0.908269			discard		304.878755	55	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L457](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L457) to add `PairSupportPreferenceBlock`, which builds mutant-supported and wildtype-supported preference states from `mut_preference_hidden`, `wt_preference_hidden`, and `pair_scalar_context_hidden`, then mixes their signed gap with the existing pair-support context. Wired it into [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L563](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L563) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L642](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L642) so the new hidden state contributes to both the contrast head and final conditioning stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	34	c14b9ed	0.925483			discard		304.642994	23	Modified `train.py` so `HLAConditionedPairScalars` now mixes base scalar context with HLA state, average allele preference, signed mutant-vs-wildtype preference delta, and explicit scalar-by-delta interactions, then wired the block to consume `mut_preference_hidden` and `wt_preference_hidden` directly in `NeoantigenRanker.forward`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	35	1556443	0.926858			discard		304.631350	61	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `MutWtSupportContextBlock` at lines 457-500, which splits the base scalar block into mutant-support, wildtype-support, and shared context components and mixes their support gap with HLA-conditioned preference-delta structure. Wired it into `NeoantigenRanker` construction and forward execution at lines 563-599 and 636-705 so the new hidden state contributes to both the contrast head and the final conditioning stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	36	d4775e7	0.929669			discard		304.727390	46	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `SupportAgreementContextBlock`, which mixes `contrast_agreement_hidden` and `pair_scalar_context_hidden` using signed/absolute alignment features and elementwise interactions. Wired that new hidden state into `NeoantigenRanker` so it contributes to both the contrast head input and the final conditioning stack, with a small residual contribution into `contrast_hidden`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	37	7ac0e8d	0.909922			discard		304.439971	71	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `AlleleSupportBridgeBlock`, which projects mutant-support scalars, wildtype-support scalars, shared base-scalar context, and HLA context, then mixes mutant-supported preference, wildtype-supported preference, and their signed support/preference gaps. Wired that hidden state into both the contrast head input and the final conditioning stack, with a small residual contribution into `contrast_hidden`. No other files were touched. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	38	375f1a5	0.911838			discard		304.565130	28	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `HLAConditionedContrastScalars` now mixes contrast scalars with HLA state and the existing `pair_scalar_context_hidden`, including an explicit `scalar_hidden * pair_scalar_context` interaction. Wired `NeoantigenRanker.forward` to build `pair_scalar_context_hidden` first and pass it into the contrast-scalar tower before the existing agreement and preference-context blocks. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	39	5e244d4	0.910419			discard		304.355285	17	Modified `train.py` so `PreferenceContextBlock` now consumes `pair_scalar_context_hidden` alongside `contrast_scalar_hidden`, adding explicit average-preference-by-support and contrast-by-support interaction terms. Wired `NeoantigenRanker` to instantiate that block only when both scalar branches exist and to pass the pair-support context through during forward execution. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	40	0415afc	0.929248			discard		304.494072	48	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L76](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L76) to define mutant- and wildtype-specific base-scalar support subsets, added `AlleleSupportConditioner` in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L461](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L461), and wired it into `NeoantigenRanker` construction and forward execution in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L551](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L551) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L627](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L627) so mutant and wildtype preference states receive small HLA-conditioned support-specific residuals before the WT-vs-Mut contrast path. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	41	82be252	0.925799			discard		304.615691	52	Modified `train.py` so `HLAConditionedPairScalars` now splits the normalized base scalar block into mutant-support, wildtype-support, and shared scalar subsets; builds signed support-delta and support-mean states; and mixes them with HLA context, average preference, and an explicit support-delta-by-preference-delta interaction. Wired `NeoantigenRanker.forward` to pass `preference_delta_hidden` into that branch. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	42	37a3f77	0.908844			discard		304.722115	53	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L457](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L457) to add `PreferenceSupportBridgeBlock`, then wired it into [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L549](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L549) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L624](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L624) so the new hidden state is built from `preference_delta_hidden`, `average_preference_hidden`, and `pair_scalar_context_hidden`, contributes to the contrast head input, and is included in the final conditioning stack with a small residual into `contrast_hidden`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	43	a0142ec	0.926814			discard		304.604071	61	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `PreferenceRefinementBlock` at lines 457-493 and wired it into `NeoantigenRanker` at lines 568-571 and 635-651 so mutant and wildtype preference hidden states receive a small residual update from the joint HLA-conditioned pair-support and contrast-scalar contexts before recomputing `preference_delta_hidden`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	44	e7808e2	0.892194			discard		304.539899	33	Modified `train.py` so `HLAConditionedContrastScalars` now consumes `preference_delta_hidden` and `average_preference_hidden` alongside HLA and contrast scalars, adding explicit scalar-by-preference-delta and HLA-by-average-preference interaction terms. Wired `NeoantigenRanker.forward` to pass those existing preference states into the contrast-scalar tower. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	45	ad1a335	0.926167			discard		304.547090	51	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `PreferenceDeltaContextBlock` at lines 425-457 and wired it into `NeoantigenRanker` at lines 564-568 and 631-641 so `preference_delta_hidden` receives a small residual refinement from `average_preference_hidden`, `pair_scalar_context_hidden`, and `contrast_scalar_hidden` before the existing agreement and contrast paths. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	46	d7bd0ab	0.926587			discard		304.654453	105	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to define mutant-support, wildtype-support, and shared base-scalar subsets; added `PreferenceSupportMarginBlock`, which projects those scalar subsets with HLA context and compares the resulting support margin against the mutant-vs-wildtype preference margin; and wired the new hidden state into both the contrast head input and the final conditioning stack, with a small residual contribution into `contrast_hidden`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	47	4961601	0.930777			discard		304.589342	57	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `SupportContrastBridgeBlock` at lines 425-454, then wired it into `NeoantigenRanker` at lines 561-586 and 626-705 so a new hidden state is built from `contrast_scalar_hidden`, `pair_scalar_context_hidden`, and `preference_delta_hidden`, contributes to the contrast head input, adds a small residual into `contrast_hidden`, and is included in the final conditioning stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	48	4dc2c44	0.888206			discard		304.428784	89	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to define explicit mutant-support, wildtype-support, and shared base-context scalar partitions; added `HLAConditionedSupportContrast`, which encodes a mutant-vs-wildtype support-delta state conditioned on HLA and the learned preference delta; and wired that hidden state into both the existing contrast head input and final conditioning stack with a small residual into `contrast_hidden`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	49	f3736b0	0.892385			discard		304.364219	50	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `ContrastAgreementBlock` accepts optional HLA-conditioned pair-support context and, when available, adds explicit support-conditioned delta-minus-contrast and support-conditioned agreement interaction terms before the shared contrast head. Wired `NeoantigenRanker` to instantiate that block with pair-context awareness and to pass `pair_scalar_context_hidden` during forward execution. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	50	baecd51	0.926469			discard		304.603859	97	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L76](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L76) to define mutant-support, wildtype-support, and shared base-scalar subsets; added `AlleleSupportAlignmentBlock` in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L460](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L460); and wired it into `NeoantigenRanker` initialization and forward execution in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L581](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L581) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L668](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L668) so the new HLA-conditioned allelewise support-alignment hidden state contributes to the contrast head, adds a small residual into `contrast_hidden`, and is included in final conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	51	f650990	0.898456			discard		304.595419	77	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `AlleleContrastAlignmentBlock`, which separately aligns mutant and wildtype preference hidden states with the shared HLA-conditioned contrast-scalar hidden state, forms an aligned WT-vs-Mut delta, and feeds that new representation into both the contrast head and final conditioning stack with a small residual into `contrast_hidden`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	52	265a7de	0.928472			discard		304.507446	57	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L425](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L425) to add `PreferenceTriangulationBlock`, then wired it into [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L564](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L564) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L643](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L643) so a new hidden state is built from `preference_delta_hidden`, `average_preference_hidden`, `contrast_agreement_hidden`, and `pair_scalar_context_hidden`, contributes to the contrast head input, adds a small residual into `contrast_hidden`, and is included in the final conditioning stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	53	6b3864c	0.904036			discard		304.393299	106	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `HLAConditionedContrastScalars` now treats `comparison` and `context` scalar blocks as distinct inputs, mixes each with HLA and `preference_delta_hidden`, and adds explicit comparison-vs-context interaction terms before producing the shared contrast-scalar hidden state. Updated `NeoantigenRanker` to pass separate scalar slices plus `preference_delta_hidden` into that tower. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	54	820da18	0.927689			discard		304.396950	95	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `HLAConditionedContrastScalars` now encodes `comparison` and `context` scalar blocks separately, mixes each with HLA, and adds a support-aware bridge term driven by the existing `pair_scalar_context_hidden`. Updated `NeoantigenRanker` to pass separate comparison/context slices plus the already-computed pair-support context into that tower. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	55	b2ad42b	0.872907			discard		304.561034	78	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `ScalarEvidencePreferenceRefinement` and wire it into `NeoantigenRanker` so `mut_preference_hidden` and `wt_preference_hidden` receive a small residual refinement from `average_preference_hidden`, `contrast_scalar_hidden`, and `pair_scalar_context_hidden` before `preference_delta_hidden` is computed. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	56	4bdf7ff	0.901094			discard		304.605028	78	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `ContrastEvidenceGate`, which projects `preference_delta_hidden`, `contrast_scalar_hidden`, and `pair_scalar_context_hidden` into a shared sequence-width gate. That gate now lightly modulates the core WT-vs-Mut contrast tensors (`mut-wt`, `(mut-wt)*hla`, `delta*hla`, and `mut_hla-wt_hla`) before they are consumed by the contrast head and final fusion features. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	57	4ad4a7e	0.910718			discard		304.519049	32	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add fixed base-scalar support/context slices and refactor `HLAConditionedPairScalars` so it projects mutant-support, wildtype-support, and shared-context features separately, then mixes them with HLA, average preference, and an explicit support-delta state. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	58	4b2832f	0.896866			discard		304.642185	64	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `ContextualPreferenceMarginBlock`, which builds an explicit mutant-vs-wildtype contextual margin from `mut_preference_hidden`, `wt_preference_hidden`, `contrast_scalar_hidden`, and `pair_scalar_context_hidden`. Wired that new hidden state into `NeoantigenRanker` so it contributes to the contrast head input, adds a small residual into `contrast_hidden`, and is included in the final conditioning stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	59	9b0955b	0.928830			discard		304.889044	84	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L76](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L76) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L145](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L145) to define explicit mutant-support and wildtype-support slices within the base scalar block, added `SupportDeltaContextBlock` in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L470](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L470), and wired it into `NeoantigenRanker` in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L526](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L526) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L627](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L627) so the new HLA-conditioned support-delta hidden state contributes to the contrast head, adds a small residual into `contrast_hidden`, and is included in final conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	60	3865825	0.723289			discard		304.570390	90	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `AlleleEvidenceBridgeBlock`, which forms mutant-supported and wildtype-supported hidden states from `mut_preference_hidden`/`wt_preference_hidden`, `contrast_scalar_hidden`, and `pair_scalar_context_hidden`, then derives a compact allelewise evidence-delta representation. Wired that new hidden state into `NeoantigenRanker` so it contributes to the contrast head input, adds a small residual into `contrast_hidden`, and is included in final conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	61	3877eb2	0.908841			discard		304.456499	86	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `AlleleScalarConditioner`, which separately conditions mutant and wildtype preference inputs on their own base support scalar slices plus shared base-context scalars under the same HLA. The resulting allele-specific support hidden states are appended to the preference heads, and their mutant-minus-wildtype delta is added to both the contrast head input and final conditioning stack with a small residual into `contrast_hidden`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	62	077dd8c	0.928512			discard		304.401994	58	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L425](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L425) to add `ScalarEvidenceAlignmentBlock`, which mixes `preference_delta_hidden`, `contrast_scalar_hidden`, `pair_scalar_context_hidden`, their scalar delta, and a preference-weighted delta term. Wired it into [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L562](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L562) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L641](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L641) so the new hidden state contributes to the contrast head input, adds a small residual into `contrast_hidden`, and is included in final conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	63	427e43f	0.912092			discard		305.042395	45	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L425](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L425) to add `HLAAlleleContrastBlock`, which projects HLA into contrast space and mixes it with mutant-vs-wildtype preference delta and average preference. Wired it into [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L566](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L566) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L627](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L627) so the new hidden state contributes to the contrast head input, adds a small residual into `contrast_hidden`, and is included in final conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	64	8affc29	0.928397			discard		304.735814	130	Modified `train.py` only. Added fixed base-scalar slices plus `HLAAlleleSupportGate`, which separately encodes mutant-support and wildtype-support scalar subsets with shared base context under the same HLA, uses those states to lightly modulate `mut_hla` and `wt_hla` before the existing preference head, and threads a compact support-delta hidden state into the contrast head and final conditioning stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	65	550537c	0.929157			discard		304.377812	82	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` only. Refactored `HLAConditionedContrastScalars` to project comparison scalars and context scalars separately, combine them with HLA plus an explicit comparison-minus-context hidden term, and updated `NeoantigenRanker` to pass those scalar blocks independently into the existing contrast path. Verified with `python -m py_compile train.py`. 
hla_immunogenicity	constrained	1	66	76b5ecd	0.925887			discard		304.534563	155	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` only. Refactored `HLAConditionedContrastScalars` to keep comparison and context scalar evidence as separate HLA-conditioned hidden streams plus a mixed summary, added `DirectionalContrastGate`, and used it to lightly modulate `mut-wt`, `mut_hla-wt_hla`, `(mut-wt)*hla`, and `delta*hla` before the existing contrast head and fusion path. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	67	bdafd32	0.929749			discard		304.492504	52	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` only. Added fixed mutant-support, wildtype-support, and shared-context slices for the base scalar block, refactored `HLAConditionedPairScalars` to encode those streams separately, and made the pair-scalar context explicitly mix the HLA-conditioned support delta with both average preference and preference delta before entering the existing contrast/fusion path. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	68	71f4162				discard	train_failed		54	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L457](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L457) to add `HLAConditionedAlleleBridge`, which builds a shared HLA-conditioned peptide-pair summary from average peptide, mutant-vs-wildtype delta, absolute delta, and HLA interactions, then derives separate mutant and wildtype bridge features. Wired it into [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L536](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L536) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L616](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L616) so the bridge augments both allele preference inputs, contributes an extra sequence-level hidden state to the contrast head, and is included in final conditioning with a small residual into `contrast_hidden`. Verified with `python -m py_compile train.py`. [train failed]
hla_immunogenicity	constrained	1	69	6adbc79	0.930022			discard		304.495695	50	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` only. Refactored `HLAConditionedContrastScalars` so the first four WT-vs-Mut comparison features (binding/rank support deltas) are encoded separately from the remaining comparison/context scalars, then fused with HLA plus an explicit support-minus-context term before entering the existing contrast path. Updated `NeoantigenRanker` to pass the support-stream width into that block. Verified with `python -m py_compile train.py`.
